"universidad";"tipo_institucion";"carrera";"tipo_carrera";"url";"selector";"metodo_usado";"perfil_egreso";"error";"largo_perfil"
"Universidad Adolfo Ibanez";"Universidad";"Ingenieria Civil Informatica";"Profesional";"https://www.uai.cl/admision/carreras/ingenieria-civil-informatica";"-";"selenium";"Los Objetivos Educacionales del Programa de Ingeniería Civil en Informática buscan formar: Profesionales con altas competencias técnicas y conocimientos en el área de la ingeniería informática, que se destacan por su capacidad para gestionar sistemas y procesos informáticos con el fin de alinearlos con la estrategia de la organización, así como para emprender e innovar en el campo de las tecnologías de la información. Ingenieros e ingenieras con múltiples habilidades esenciales, incluyendo la comunicación efectiva, el liderazgo y el trabajo colaborativo, para satisfacer las necesidades actuales de la sociedad. Graduados y graduadas capaces de desempeñarse como ejecutivos de negocios, emprendedores o funcionarios de instituciones públicas o privadas, con una búsqueda constante de nuevos aprendizajes. Profesionales resilientes comprometidos con la búsqueda de nuevos conocimientos y competencias técnicas para la implementación de soluciones innovadoras.";"";"964"
"Universidad Alberto Hurtado";"Universidad";"Ingenieria Civil en Informatica";"Profesional";"https://admision.uahurtado.cl/carreras/ingenieria-civil-plan-comun-informatica/";"#descripcion_carrera";"selenium";"Descripción de la Carrera La sociedad necesita ingenieros e ingenieras con una sólida base disciplinar y técnica que posean una fuerte formación social y humanista para responder a los desafíos del desarrollo sostenible en un mundo complejo y dinámico. Ingeniería Civil Industrial centra su mirada en la ciencia de la ingeniería incorporando, de manera integral, una cultura empresarial y emprendedora con altos valores éticos, sentido de responsabilidad y bien común. La carrera combina la formación clásica de base científico-tecnológica con las nuevas tecnologías relacionadas al mundo digital, lo que permite que sus estudiantes adquieran conocimiento técnico al mismo tiempo que habilidades sociales y de gestión para resolver los problemas que demanda la sociedad en términos de sostenibilidad económica, social y medioambiental. La formación a través de prácticas, proyectos, casos de estudio, colaboraciones con empresas y trabajo en equipo, permitirá que las y los estudiantes puedan enfrentarse a situaciones reales que viven las organizaciones, las y los usuarios/as y la sociedad. El programa se enfoca en formar personas que puedan participar activamente en la resolución de problemas complejos, poco frecuentes, que requieren conocimientos profundos de Ingeniería Industrial. Esta carrera otorga una visión de la transformación digital, permitiendo así el diseño, análisis y mejoras de sistemas integrados que producen o proveen productos y/o servicios técnicos, económicos y ambientalmente sostenibles.Aprenderás a integrar las tecnologías digitales en los procesos de la empresa y a construir nuevos modelos de negocio. Experiencia de aprendizaje • La carrera dura 5 años y se adapta a la nueva forma del trabajo. • Las ingenierías UAH permiten desarrollar una metodología ágil que incorpora experiencias prácticas. • La estructura curricular cuenta con cursos de formación en todas las áreas de la ingeniería: ciencias básicas, ciencias de la ingeniería, ingeniería aplicada y formación general. • Cursos de Proyectos: para promover la movilización, articulación, e integración del conocimiento de los y las estudiantes, facilitando el desarrollo de las habilidades necesarias para el ejercicio profesional. • Talleres: que favorecen la formación específica de habilidades personales e interpersonales, tales como, ética, comunicación o inglés.";"";"2361"
"Universidad Andres Bello";"Universidad";"Ingenieria en Computacion e Informatica";"Profesional";"https://admision.unab.cl/carreras/ingenieria-en-computacion-e-informatica/";"#acordeon-3-2";"requests";"Formar profesionales capaces de aplicar de manera metódica, integrada y contextualizada los conocimientos de la ciencia y tecnologías para la gestión, administración y diseño de sistemas de información. Formar profesionales capaces de gestionar para dar respuesta a demandas del escenario productivo. Formar profesionales capaces de aplicar sistemáticamente conocimientos técnicos y científicos propios de la ingeniería en computación e informática, entregando solución a los requerimientos de la industria y mercado laboral.";"";"525"
"Universidad Austral de Chile";"Universidad";"Ingenieria Civil en Informatica";"Profesional";"https://www.uach.cl/admision/valdivia/ingenieria-civil-en-informatica";"";"requests";"Cada profesional de la carrera de Ingeniería Civil en Informática de la Universidad Austral de Chile será capaz de diagnosticar necesidades, diseñar e implementar productos de software, integrar plataformas tecnológicas y gestionar tecnologías de información de manera eficiente, tomando decisiones estratégicas frente a los requerimientos en sistemas tecnológicos, de comunicación e información, desde un enfoque multidisciplinario, en contextos organizacionales, de gestión y autogestión de proyectos.";"";"503"
"Universidad Autonoma de Chile";"Universidad";"Ingenieria Civil Informatica";"Profesional";"https://admision.uautonoma.cl/carreras/ingenieria-civil-informatica/";"";"requests";"¿Cómo es el perfil del egresado de Ingeniería Civil Informática? Quien egrese de la carrera de Ingeniería Civil Informática de la Universidad Autónoma de Chile, es un profesional con formación científica y tecnológica en ciencias básicas, ciencias de la ingeniería y de la ingeniería aplicada para resolver problemas fundamentales y propios de las organizaciones. Es capaz de desempeñarse en el diagnóstico, diseño y gestión, en estructurar y recomendar evaluación de planes para la mejora de resultados de procesos informáticos, tanto en organizaciones de producción de bienes como de servicios, o en sus propios emprendimientos. Considerando los recursos humanos, financieros y tecnológicos, así como también, los aspectos legales, normativos y los distintos agentes que influyen en los procesos de mejora, comunicándolo de manera efectiva mediante el uso de tecnologías disponibles acorde a su profesión. El Ingeniero Civil Informático, posee como sello diferenciador la capacidad de trabajo en equipos multidisciplinarios, bajo un marco de comportamiento ético, responsabilidad social, visión sistemática y de evaluación de riesgos.";"";"1136"
"Universidad Autonoma de Chile";"Universidad";"Ingenieria en Informatica";"Profesional";"https://admision.uautonoma.cl/carreras/ingenieria-en-informatica-online-regular/";"#tab4";"requests";"El egresado de la Universidad Autónoma de Chile es un profesional que está capacitado para supervisar y gestionar proyectos de tecnologías de información, así como también para diseñar y desarrollar soluciones informáticas integrales, basadas en lenguajes de programación y analítica de datos, que cumplan con los estándares de calidad y seguridad de la información de alcance global, a través de metodologías ágiles de innovación y control de calidad de proyectos TI; contribuyendo a los procesos de transformación digital de las distintas industrias y/u organizaciones de servicio.";"";"583"
"Universidad Catolica de Temuco";"Universidad";"Ingenieria Civil en Informatica";"Profesional";"https://admision.uct.cl/ing-civil-informatica/";"#elementor-tab-content-1201";"requests";"El/la Ingeniero/a Civil en Informática egresado/a de la Universidad Católica de Temuco es una persona profesional formada en Ciencias de la Ingeniería, con habilidades de análisis, diseño, implementación, mejora y gestión en proyectos públicos y privados de desarrollo de Software, de Infraestructura de servicios informáticos y de sistemas inteligentes. Su formación integral le permite abordar estos proyectos colaborativa y autónomamente mediante soluciones creativas, innovadoras, eficientes y sostenibles, con un actuar ético, respetuoso y que valora la diversidad, de acuerdo a los principios humanistas y cristianos.";"";"623"
"Universidad Catolica de la Santisima Concepción";"Universidad";"Ingenieria de Ejecucion en Informatica";"Profesional";"https://advance.ucsc.cl/carreras/ingenieria-de-ejecucion-en-informatica/";"";"requests";"El/la Ingeniero/a de Ejecución en Informática egresado/a del Instituto Tecnológico de la Universidad Católica de la Santísima Concepción, es un profesional comprometido con el respeto de la dignidad de la persona humana y con la promoción del bien común a partir de una visión cristiana del mundo y de la vida según los principios del sello identitario de la institución. Este/a profesional se encuentra preparado/a para el desarrollo de software y tecnologías de la información, con conocimientos en lenguajes de programación, recursos digitales e Inteligencia de Negocios, lo que le permite desenvolverse en los ámbitos del diseño, mantención y monitoreo tanto de bases de datos como de sistemas informáticos, automatizando procesos. Este/a Ingeniero/a se desempeña en instituciones públicas y privadas.";"";"805"
"Universidad Catolica del Maule";"Universidad";"Ingenieria Ejecucion en Computacion e Informatica";"Profesional";"https://www.ucm.cl/prenovato/ingenieria-ejecucion-en-computacion-e-informatica/";"";"requests";"Ética y responsabilidad social Demostrar coherencia ética entre sus postulados valóricos y sus acciones, respetando los derechos humanos y participando activamente en organizaciones comunitarias. Investigación cientíifica Realizar investigaciones que contribuyan al desarrollo del conocimiento científico y aplicado, en el contexto propio de su proceso formativo. Identidad regional Desarrollar identidad regional, generando instancias de integración recíproca entre la universidad y la comunidad. Comunicación efectiva Comunicar ideas, tanto en la legua materna como en el idioma inglés, haciendo uso de tecnologías de información para desenvolverse en diversos escenarios. Ética y responsabilidad social Demostrar coherencia ética entre sus postulados valóricos y sus acciones, respetando los derechos humanos y participando activamente en organizaciones comunitarias. Investigación cientíifica Realizar investigaciones que contribuyan al desarrollo del conocimiento científico y aplicado, en el contexto propio de su proceso formativo. Identidad regional Desarrollar identidad regional, generando instancias de integración recíproca entre la universidad y la comunidad. Comunicación efectiva Comunicar ideas, tanto en la legua materna como en el idioma inglés, haciendo uso de tecnologías de información para desenvolverse en diversos escenarios. Â";"";"1351"
"Universidad Catolica del Norte";"Universidad";"Ingenieria en Computacion e Informatica";"Profesional";"https://admision.ucn.cl/carreras/tecnologia-computacion/ingenieria-en-computacion-e-informatica/";"";"requests";"El/la egresado/a de Ingeniería en Computación e Informática de la Universidad Católica del Norte tiene el siguiente perfil: 1 Profesional integral e innovador/a en el ámbito de la ingeniería, con principios éticos y con un sentido amplio de responsabilidad social, comprometido/a con el desarrollo permanente de la región y el país. 2 Su formación implica la adquisición y aplicación de conocimientos y herramientas que le permitan estar en constante actualización y adaptarse activa y flexiblemente a las demandas del entorno 3 Cabe señalar que el/la Ingeniero/a en Computación e Informática de la UCN posee competencias genéricas tales como: comunicación efectiva, permeabilidad al cambio, actitud de liderazgo y proactividad; además de ser un/a profesional innovador, emprendedor, con capacidad de trabajar en equipos multidisciplinarios, siendo capaz de resolver las diferencias que surgen entre personas y/o grupos en cualquier tipo de organización. 4 Desde su rol de ingeniero/a es capaz de concebir, diseñar, implementar y operar productos, procesos y sistemas de ingeniería, además de planificar, evaluar y gestionar proyectos, considerando el impacto de estas acciones en un contexto global, social, económico y ambiental. 5 Desde su rol de Ingeniero/a en Computación e Informática, es capaz de concebir, diseñar e implementar soluciones TIC requeridas por las organizaciones. Estas soluciones consideran las arquitecturas TI junto a sus modelos de servicios y modelos operativos; los sistemas de software; y las plataformas de cómputo y comunicaciones junto a sus servicios asociados. 6 Para lograrlo, posee una rigurosa base en Algoritmia, Tecnologías de la Información, Comunicaciones y Automatización, además de planificar, evaluar y gestionar proyectos, considerando el impacto de estas acciones en un contexto global, social, económico y ambiental. Enlaces institucionales Facultad de Ingeniería y Ciencias Geológicas Jefe de Carrera";"";"1948"
"Universidad Catolica del Norte";"Universidad";"Ingenieria Civil en Computacion e Informatica";"Profesional";"https://admision.ucn.cl/carreras/tecnologia-computacion/ingenieria-civil-en-computacion-e-informatica/";"";"requests";"El/la Ingeniero/a Civil en Computación e Informática de la Universidad Católica del Norte tiene el siguiente perfil: 1 Profesional integral e innovador/a en el ámbito de la ingeniería, con principios éticos y con un sentido amplio de responsabilidad social, comprometido/a con el desarrollo permanente de la región y el país. 2 Su formación implica la adquisición y aplicación de conocimientos y herramientas que le permitan estar en constante actualización y adaptarse activa y flexiblemente a las demandas del entorno. 3 El/la Ingeniero/a Civil en Computación e Informática de la UCN posee competencias genéricas tales como: comunicación efectiva, permeabilidad al cambio, actitud de liderazgo y proactividad; además de ser un/a profesional innovador/a, emprendedor/a, con capacidad de trabajar en equipos multidisciplinarios, siendo capaz de resolver las diferencias que surgen entre personas y/o grupos en cualquier tipo de organización. 4 Desde su rol de ingeniero/a es capaz de concebir, diseñar, implementar y operar productos, procesos y sistemas de ingeniería, además de planificar, evaluar y gestionar proyectos, considerando el impacto de estas acciones en un contexto global, social, económico y ambiental 5 Desde su rol de Ingeniero/a Civil en Computación e Informática, es capaz de concebir, diseñar e implementar soluciones TIC requeridas por las organizaciones. Estas soluciones consideran las arquitecturas TI junto a sus modelos de servicios y modelos operativos; los sistemas de software; y las plataformas de cómputo y comunicaciones junto a sus servicios asociados. 6 Para lograrlo, posee una rigurosa base en Algoritmos, Tecnologías de la información, Comunicaciones y Automatización, además de planificar, evaluar y gestionar proyectos, considerando el impacto de estas acciones en un contexto global, social, económico y ambiental. Enlaces institucionales Facultad de Ingeniería y Ciencias Geológicas Escuela de Ingeniería UCN Coquimbo Jefe de Carrera Antofagasta Jefe de Carrera Coquimbo";"";"2012"
"Universidad Central de Chile";"Universidad";"Ingenieria en Informatica y Sistemas Inteligentes";"Profesional";"https://advance.ucentral.cl/programas/ingenieria-en-informatica-y-sistemas-inteligentes/";"#e-n-accordion-item-1911";"requests";"Perfil de egreso El/la Ingeniero/a en informática y sistemas inteligentes de la Universidad Central de Chile es un/a profesional que diseña, desarrolla implementa y gestiona soluciones tecnológicas innovadoras, aplicando conocimientos y habilidades en desarrollo e ingeniería de software, proyectos de ciencia de datos y aplicación de inteligencia artificial. Actúa en contextos organizacionales diversos, tanto públicos como privados, contribuyendo a la transformación digital, la eficiencia operativa y la mejora continua, con pensamiento crítico y sustentabilidad, centrada en el usuario. Su formación le permite liderar proyectos tecnológicos, adaptarse a escenarios de rápida evolución digital, trabajar colaborativamente en equipos multidisciplinarios y comunicar efectivamente sus propuestas en ambientes locales y globales con enfoque de género y diversidad.";"";"866"
"Universidad Central de Chile";"Universidad";"Ingenieria Civil en Computacion e Informatica";"Profesional";"https://admision.ucentral.cl/carrera/ingenieria-civil-en-computacion-e-informatica/";"div[role='region']";"selenium";"El/la ingeniero/a civil en computación e informática puede desempeñarse en empresas u organizaciones del sector privado y público, ya sea en el rubro tecnológico, financiero, minero y médico, entre otros. También puede ejercer como consultor/a analista, jefe de proyectos, ingeniero/a de desarrollo, gestor de calidad y en el ejercicio independiente de la profesión El/la titulado/a de la carrera de Ingeniería Civil en Computación e Informática de la U. Central es un/a profesional capaz para analizar, diseñar, gestionar y desarrollar proyectos de software, computación aplicada y/o ciencias de datos, y así fortalecer los procesos de toma de decisiones estratégicas. Cuenta con las competencias para elaborar propuestas innovadoras y sostenibles, con el fin de afrontar los desafíos locales y globales. Es un/a profesional capacitado/a para formar equipos multidisciplinarios con una mirada ética y ajustándose a las normas de la ingeniería. Ver perfiles de egreso Ver perfiles de egreso Según el portal nacional de MiFuturo (datos 2024), el primer año de egreso cuenta con un 91% de empleabilidad, cifra que aumenta al 93,9% durante el segundo año de egreso. Edificio Gonzalo Hernández Uribe (GHU), Lord Cochrane 417, Santiago. Estudia con un cuerpo docente de excelencia, en instalaciones especializadas para poner a prueba los conocimientos adquiridos en simulacros reales y en un horario que se acomoda a tus necesidades. Contarás con las pasantías a la Fiscalía Metropolitana Sur y el Conservador de Bienes Raíces de San Miguel, que enriquecerán tu perfil profesional. UCEN Región de Coquimbo, Avda. Fco de Aguirre 0405, La Serena. Capacítate junto a docentes de alto nivel académico y en salas especializadas para la práctica profesional de tus conocimientos. Contarás con pasantías en la Corte de Apelaciones de La Serena, el Conservador de Bienes Raíces de Coquimbo, Servicio Nacional del Consumidor y Notarías, que permitirán enriquecer tus competencias profesionales.";"";"1980"
"Universidad Diego Portales";"Universidad";"Ingenieria en Informatica y Gestion";"Profesional";"https://admision.udp.cl/carrera/ingenieria-en-informatica-y-gestion/";"-";"requests";"Quienes egresan de Ingeniería en Informática y Gestión de la Universidad Diego Portales son profesionales con formación para gestionar proyectos y soluciones tecnológicas con una visión sistémica y en función de los objetivos organizacionales, destacándose por una actitud reflexiva, crítica, inclusiva y comprometida con los problemas de la esfera pública, contribuyendo a la viabilidad y sustentabilidad de la organización. Su formación les permite relacionar datos empresariales para apoyar la toma de decisiones con un enfoque de calidad, ética y responsabilidad social empresarial, con el fin de resolver problemas y/o necesidades de la organización, adaptándose a la innovación tecnológica y atendiendo a las oportunidades de negocio. A su vez, lideran equipos de trabajo interdisciplinarios para desarrollar y administrar soluciones informáticas, así como gestionar los recursos con el fin de hacer un uso eficiente de ellos, contribuyendo al cumplimiento de los objetivos organizacionales mediante soluciones tecnológicas. Resultados de Aprendizaje Ámbito de Desempeño: Proyectos Tecnológicos Gestionar tecnologías de la información y comunicaciones en función de los objetivos organizacionales, con visión sistémica y énfasis en la mejora de procesos, la transformación digital y el buen uso de la infraestructura tecnológica operativa de la organización, tanto de redes, como de software y hardware. Gestionar proyectos tecnológicos en un contexto de innovación, considerando la normativa legal vigente, la responsabilidad social y ambiental activa, la seguridad informática y de la información, enmarcándose la aplicación de buenas prácticas. Resultados de Aprendizaje Ámbito de Desempeño: Soluciones Tecnológicas Empresariales Gestionar soluciones tecnológicas para la resolución de problemáticas y/o necesidades de las organizaciones, considerando las oportunidades de negocio, la cultura organizativa, cambios en los procesos, desafíos de la organización y la mejora continua. Relacionar datos empresariales para apoyar la toma de decisiones y la estrategia empresarial, considerando procedimientos y protocolos de protección y resguardo de la información y los datos. Resultados de Aprendizaje Ámbito de Desempeño: Gestión de Recursos Liderar equipos de trabajo multidisciplinarios para el desarrollo y administración de soluciones informáticas en diversos tipos de organizaciones, considerando la mejora continua y el reconocimiento del talento de las personas. Gestionar recursos empresariales, a través de soluciones tecnológicas, buenas prácticas y el uso adecuado del tiempo y del presupuesto, con el fin de utilizarlos de manera eficiente y contribuir al logro de los objetivos organizacionales.";"";"2716"
"Universidad Diego Portales";"Universidad";"Ingenieria Civil en Informatica y Telecomunicaciones";"Profesional";"https://admision.udp.cl/carrera/ingenieria-civil-en-informatica-y-telecomunicaciones/";"";"requests";"El Ingeniero o Ingeniera Civil en Informática y Telecomunicaciones es un profesional con liderazgo, actitud emprendedora, creatividad, innovación, pensamiento crítico, visión pluralista y compromiso con los problemas públicos. Posee una sólida formación en Ciencias Básicas, Ciencias de la Ingeniería, Informática, Telecomunicaciones, Planificación y Gestión, considerando siempre el impacto social de las soluciones tecnológicas. Su formación se centra en la creación y gestión integral de productos y sistemas basados en Tecnologías de la Información y Comunicaciones, que incluyen software, bases de datos, redes de comunicación e inteligencia artificial, evaluando su impacto en seguridad y privacidad. Este perfil mixto le permite analizar, diseñar, implementar y operar sistemas informáticos y de telecomunicaciones, así como gestionar proyectos, ocupar cargos ejecutivos en empresas o servicios afines, o emprender sus propios negocios.";"";"943"
"Universidad Finis Terrae";"Universidad";"Ingenieria Civil en Informatica y Telecomunicaciones";"Profesional";"https://ingenieria.uft.cl/escuela-de-ingenieria/ingenieria-civil-en-informatica-y-telecomunicaciones/";".fusion-text.fusion-text-4";"requests";"El Ingeniero o Ingeniera Civil en Informática y Telecomunicaciones de la U. Finis Terrae demuestra una sólida formación ética, competencias para liderar equipos de trabajo multidisciplinarios y resolver problemas complejos en los ámbitos de: ciencias de datos, sistemas de información, ingeniería de software, robótica, redes y sistemas digitales, con el propósito de alinearlos a la estrategia de la organización desarrollando soluciones en el contexto de las tecnologías de información y telecomunicaciones, transformación digital, y desarrollo sostenible. Se reconoce por ser una persona formada en la búsqueda de la verdad, la promoción del bien común y el reconocimiento de la trascendencia. Comprende los principios de un comportamiento ético y socialmente responsable, centrado en las personas y orientado al servicio de la sociedad desde su profesión. Las competencias alcanzadas en el perfil de egreso de título profesional son: Diseña soluciones aplicando conocimientos de ciencia de datos y sistemas de información, siguiendo un método sistemático en el contexto de una organización, aplicando conocimientos de matemática, ciencias de la ingeniería e ingeniería informática. Diseña, configura y opera sistemas de redes de computadores y servicios de telecomunicaciones, en el contexto de generación de valor en una organización. Lidera proyectos en forma colaborativa en contextos organizacionales, fomentando el trabajo en equipo, orientado a un alto desempeño, siguiendo métodos sistemáticos teóricos y prácticos, con compromiso social, ético y ambiental. Colabora en proyectos de investigación básica y aplicada, utilizando herramientas metodológicas de la ingeniería para la contribución de generación de conocimientos.";"";"1734"
"Universidad Gabriela Mistral";"Universidad";"Ingenieria en Computacion e Informatica";"Profesional";"https://advance.ugm.cl/carrera/ingenieria-en-computacion/";"";"requests";"El Ingeniero en Computación e Informática de la Universidad Gabriela Mistral es un profesional integral, capaz de analizar situaciones y problemáticas de empresas y organizaciones para el buen uso de recursos tecnológicos en la gestión estratégica. Además de habilidades para crear y administrar proyectos informáticos a través de la mantención del funcionamiento óptimo de hardware y software relativos al procesamiento informático. Tiene las habilidades para la gestión administrativa, emprendimiento y negociación, todo ello en el contexto del plan estratégico de la organización en que se desempeñe, bajo una perspectiva de excelencia y optimización, aplicando para ello su capacidad de toma de decisiones y de liderar equipos de trabajo multidisciplinarios. Además, posee aptitudes y habilidades para la generación de emprendimientos y negociación, además de lograr una comunicación efectiva de forma oral y escrita.";"";"921"
"Universidad Gabriela Mistral";"Universidad";"Ingenieria Civil en Informatica";"Profesional";"https://admision.ugm.cl/carreras/ingenieria-civil-informatica/";"-";"requests";"La Escuela de Negocios y Tecnología ofrece este programa en modalidad presencial formando al estudiante en las ciencias básicas de la ingeniería, comprendiendo las áreas numéricas, tecnológicas y física, incorporando el desarrollo de la capacidad analítica y metodológica de proyectos tecnológicos, el dominio del idioma inglés y un componente administrativo gerencial que le permitirá desempeñarse como líder de cualquier departamento. Además permitirá que el nuevo profesional tenga las herramientas necesarias para la creación de productos de innovación y uso de nuevas tecnologías en BigData, Machine Learning, Cloud Computing, Inteligencia Artificial, Ciber Seguridad, Smart Cities, entre otros; siendo validado a través de alianzas estratégicas con empresas de certificación internacional incluidas dentro del plan de estudio.";"";"832"
"Universidad Mayor";"Universidad";"Ingenieria Civil en Computacion e Informatica";"Profesional";"https://www.umayor.cl/um/carreras/ingenieria-civil-en-computacion-e-informatica-santiago";".panel p";"requests";"El/la titulado/a de la carrera de Ingeniería Civil en Computación e Informática de la Universidad Mayor es un/a profesional que evidencia competencias con un alto nivel de abstracción en ciencias de la computación, tecnologías de la información y de las organizaciones, para contribuir a nivel local o global en el desarrollo de la sociedad, de organizaciones públicas o privadas, o de sus propios emprendimientos de base tecnológica. Es capaz de: • Construir y gestionar soluciones tecnológicas en sistemas de información, redes de datos y telecomunicaciones; garantizando una adecuada seguridad de la información a nivel técnico, cumpliendo las normas y legislación vigente. • Liderar equipos multidisciplinarios para desarrollar iniciativas transformadoras e innovadoras que requieren análisis de datos relevantes, toma de decisiones y comunicación efectiva, empleando sólidos principios de las ciencias de la ingeniería, ética profesional y responsabilidad social. • Generar proyectos propios de innovación y emprendimiento, relacionados con las tecnologías de la información y comunicaciones para establecer nuevas vías de desarrollo tecnológico-disciplinar. SELLO DE LA CARRERA El sello de la carrera de Ingeniería Civil en Computación e Informática se destaca en la formación de profesionales capaces de generar soluciones integrales, óptimas e innovadoras a necesidades emergentes del medio; respetando aspectos socioculturales, medioambientales y éticos. SELLO INSTITUCIONAL El sello Institucional de la Universidad Mayor enfatiza la formación desde la generación de conocimiento y pensamiento crítico, a través de la construcción de saberes y prácticas con una perspectiva crítica del contexto, para solucionar los problemas de un mundo cambiante. La formación en ética para el desarrollo sostenible promueve un accionar personal y profesional respetando los principios éticos, la diversidad y los valores comunes para satisfacer las necesidades actuales de la sociedad sin comprometer la capacidad de las generaciones futuras. El énfasis en creatividad, el emprendimiento y la colaboración se evidencian en el quehacer profesional con un comportamiento proactivo, participativo y resiliente, que permitan convertir las ideas y oportunidades en acciones y proyectos conducentes a cambios para la sociedad y el entorno. El/la Ingeniero Civil en Computación e Informática es un(a) profesional capaz de desempeñarse en las áreas de tecnología de información y comunicaciones, en instituciones públicas o privadas tanto nacionales como extranjeras, ejerciendo cargos desde niveles operativos hasta gerenciales, entre los que se destacan programador, analista y desarrollador de aplicaciones, administrador de sistemas y redes, arquitecto de tecnologías de la información, consultor tecnológico y líder de proyectos de TI.";"";"2827"
"Universidad Mayor";"Universidad";"Ingenieria en Informatica";"Profesional";"https://advance.umayor.cl/educacion-online/ingenieria-informatica-plan-regular?utm_source=google&utm_medium=cpa&utm_campaign=SNB_AD_00807156_ON_20267&utm_content=RSA1_ex&utm_term=&gad_source=1&gad_campaignid=23076000607&gbraid=0AAAAADtiOMI1iMfo5ZY2WadRR71Q1zVIJ&gclid=CjwKCAjwhqfPBhBWEiwAZo196q-QOm6zr2L98M0Gp4yAELJa9zXl4ci5MQzLJJrfvV5vChRPKrEUeBoCY6wQAvD_BwE";".box-acordeones > div:nth-child(1) p";"requests";"Los titulados de la carrera de Ingeniería en Informática de la Universidad Mayor, se caracterizan por ser profesionales capaces de reflexionar de forma crítica y desempeñar tareas de diversa complejidad. Evidencian capacidad para generar modelos abstractos de una situación particular, que le permitan diseñar e implementar una solución informática adecuada y óptima . Los titulados revelan una capacidad de autoaprendizaje e investigación sobre los avances en las distintas líneas de especialización de la informática, lo que les permite mantenerse actualizados en forma permanente. Esto, sumado a la capacidad de innovar y emprender, les permite diseñar nuevas y mejores formas de realizar tareas profesionales. Capaces de diseñar y desarrollar iniciativas a través de proyectos que requieren liderazgo, trabajo en equipo multidisciplinares, comunicando de forma efectiva sus propósitos para tomar decisiones y asumir riesgos. Son calificados como ejecutivos idóneos para desempeñarse como Jefe de Unidades de Informática en organismos públicos y privados, asesor o consultor en el área de informática para empresas industriales y de servicios .";"";"1147"
"Universidad San Sebastian";"Universidad";"Ingeniería Civil Informática";"Profesional";"https://admision.uss.cl/carreras/ingenieria-civil-informatica";"#carrera-perfil-egreso";"selenium";"El/la egresado/a de Ingeniería Civil Informática de la USS es un profesional íntegro, ético y humanista, con sólida formación en ciencias básicas, ingeniería y tecnologías de la información. Está capacitado para diseñar, evaluar e implementar proyectos informáticos, soluciones de sistemas de información y gestionar áreas TI, generando valor organizacional con calidad, seguridad e innovación. Posee habilidades de abstracción, comunicación, trabajo interdisciplinario, manejo de inglés a nivel intermedio, sentido de responsabilidad social, ambiental y liderazgo emprendedor, pudiendo desempeñarse en instituciones públicas y privadas o crear empresas tecnológicas.";"";"667"
"Universidad Tecnica Federico Santa Maria";"Universidad";"Ingenieria Informatica";"Profesional";"https://usm.cl/admision/carreras/ingenieria-en-informatica/";".elementor-element-6c130331";"requests";"La carrera de Ingeniería en Informática de la USM forma profesionales con competencias que les faculta para aplicar un cuerpo distintivo de conocimientos científicos, computacionales, matemáticos y de ingeniería a diversos problemas organizacionales, sociales, industriales. Facultado para el desarrollo de productos y servicios tecnológicos sobre plataformas heterogéneas. Adicionalmente posee conocimientos para aplicar soluciones de análisis de datos avanzado sobre distintos dominios del quehacer de organizaciones públicas o privadas del ámbito nacional e internacional, demostrando capacidad para integrar equipos multidisciplinarios y multiculturales, tomando en consideración las restricciones impuestas por la legislación, la ética, las finanzas y las personas.";"";"770"
"Universidad Tecnica Federico Santa Maria";"Universidad";"Ingenieria Civil Informatica";"Profesional";"https://usm.cl/admision/carreras/ingenieria-civil-informatica/";"elementor-widget-container p";"requests";"El/La Ingeniero/a Civil Informático/a de la Universidad Técnica Federico Santa María se forma para apoyar estratégicamente la mejora continua de las organizaciones, integrando eficientemente a las personas y tecnologías de información. Domina la evaluación y toma de decisiones basadas en técnicas cuantitativas en contextos de incertidumbre, diseñando soluciones de software sostenibles y escalables, reflejando así, su compromiso con la calidad y la innovación. Es capaz de realizar el análisis de sistemas computacionales a nivel de rendimiento, conectividad y seguridad, y diseña soluciones computacionales robustas, aplicando algoritmos y fundamentos teóricos para resolver problemas en ingeniería. Gestiona recursos y promueve mejoras continuas en el ámbito personal y profesional. Tiene la habilidad de liderar equipos colaborativos y comunicarse efectivamente tanto en español como en inglés. Adicionalmente, promueve el autocuidado, el autodesarrollo y la autogestión a través de un estilo de vida saludable, actuando siempre con una responsabilidad social y ética acorde a los principios inherentes a su profesión y en coherencia con el legado testamentario de Don Federico Santa María.";"";"1196"
"Universidad Tecnologica Metropolitana";"Universidad";"Ingenieria Civil en Computacion mencion Informatica";"Profesional";"https://conocetucarrera.utem.cl/ingenieria-civil-en-computacion-mencion-informatica/";"-";"requests";"La persona egresada de Ingeniería Civil en Computación, mención Informática, de la Universidad Tecnológica Metropolitana, posee una formación integral que combina sólidos fundamentos en ciencias de la ingeniería, la computación y la gestión tecnológica. Durante su proceso formativo desarrolla una mirada estratégica frente a los desafíos digitales contemporáneos, con la capacidad de integrar creatividad, innovación y responsabilidad social en el diseño de soluciones tecnológicas que transformen la sociedad. A lo largo de la carrera, se fomenta el pensamiento crítico, la adaptabilidad y el liderazgo colaborativo, preparando a cada estudiante para desenvolverse en entornos cambiantes y multidisciplinarios. Además, la formación enfatiza valores éticos y una visión sostenible de la tecnología, inspirando a las y los futuros ingenieros a contribuir al desarrollo digital del país con una mirada humana, inclusiva y comprometida con el bienestar colectivo";"";"960"
