permutacion,delta_unidades
1,-0.0016565629769534629
2,0.0042061400565498175
3,0.0009648047473657939
4,0.00036167719941052057
5,0.0026016188520633365
6,0.008003585390271128
7,-0.0021750292407127503
8,0.004724724966627708
9,0.0023047968467230784
10,-0.0009221356897359256
11,-0.0018745297093878677
12,0.00468286470785656
13,-0.002026959439553111
14,0.006392877455773827
15,0.006690805712327469
16,-0.0067401217485544285
17,-0.004968780580643151
18,-0.003022351734079748
19,-0.0005230357566396726
20,-0.0050699123951261915
21,-0.004103025421061585
22,-0.0017521916920368308
23,0.00312454110010163
24,-0.004836258383844272
25,0.0016868617342309933
26,0.005129180791666521
27,0.011060441647917002
28,7.89996253602876e-06
29,-0.0007105043120756716
30,-0.015245924865844307
31,0.010002430487700192
32,-0.0005138606095950737
33,0.00751269069817892
34,0.008325852980191284
35,-0.008690665631013783
36,0.0010626523494094986
37,-0.0034826339020128383
38,0.00855642928529568
39,-0.0018032537705369722
40,0.00018498832393162856
41,-0.0026302818955613594
42,-0.0020297897758053685
43,-0.001555639896376415
44,0.006424492816599292
45,0.010622805356180404
46,-0.0007759496268105459
47,-0.005116161966084637
48,0.0017383319994418722
49,0.013731625282394133
50,-0.004311992228663186
51,0.0047258180345264855
52,-0.0029426314064779358
53,-0.007340924050926012
54,0.0048248205334928684
55,0.013330709878228097
56,-0.010661971541628568
57,0.0010123865878814697
58,-0.003933356696867701
59,0.0010679350250618336
60,-0.006529637618040152
61,-0.002839624307526989
62,-0.0031295574860984443
63,-0.008733186564419015
64,0.0004438710190305395
65,0.008763914198112233
66,-0.0009288991144766889
67,0.0003650739766976885
68,-0.00871919520920253
69,-0.0096446150010501
70,-0.013710886871125622
71,-0.003098811781277605
72,-0.0030705742357615418
73,-0.005384370991596388
74,0.002321693662739377
75,-0.0035708771819850382
76,0.0059645801004377386
77,-0.008335990230479873
78,-0.009818405969780925
79,-0.010724469599701997
80,-0.0021318886397084513
81,-0.0014704935175954836
82,-0.0067682018242275765
83,0.012893514886830826
84,-0.003245955888099117
85,-0.0014698747351166996
86,-0.012539374775557166
87,0.004925325752202309
88,-0.007926921893694067
89,0.006662932007158812
90,0.004756279793223683
91,-0.0004937189425474886
92,-0.004607541535188164
93,0.0014878157064402153
94,0.0048977309642116995
95,0.006797864498836043
96,-0.0060807589767404024
97,-0.009175739456303622
98,0.005707036706763979
99,-0.01207165434550625
100,-0.0031215043864782077
101,0.0025210363120597434
102,-0.0015893381355671643
103,-0.008989289228879649
104,-0.007502840971315511
105,-5.976188709147512e-05
106,-0.0010653086686910618
107,0.010835709720410786
108,0.018064048677751632
109,-0.006466802590700843
110,-0.001023974749832457
111,0.00028050584192521044
112,-0.003095006526256272
113,-0.011905914725206829
114,-0.008202251297324464
115,-0.012751102947713533
116,-0.009211191045159273
117,0.00023937846650168293
118,-0.003557206686760378
119,0.002874347203918215
120,-0.001886065451145419
121,-0.012874312476862965
122,0.00581867132159658
123,-0.005541786133693605
124,-0.0022815898628032183
125,-0.0032122317912735843
126,-0.0009455595151046381
127,-0.0009582758301160954
128,-0.007945914090225992
129,0.007607314023065526
130,0.002952211457463161
131,-0.004010587489562567
132,-0.0013545747705716593
133,-0.002383239949434235
134,0.002565140149553169
135,0.00752617130211955
136,-0.012805229489355058
137,-0.010290896348147338
138,-0.0022743290053125753
139,-0.0022223940452235913
140,0.003349353055935256
141,-0.004422761858383861
142,0.009684980758773082
143,0.00801682316123023
144,0.008099844076546653
145,0.004371981522959145
146,-0.006292117650627593
147,-0.008580112905610532
148,0.0008382689559367495
149,-0.009088101367197426
150,-0.004849383773203958
151,-0.005764151265113732
152,-0.010902227513721136
153,0.0004139788417953649
154,-0.005126948449826418
155,-0.012634799012678138
156,0.0009290025602073371
157,0.010707380123162413
158,-0.012402984986234128
159,0.0037423895450006683
160,-0.013319678190363504
161,-0.005190476088694329
162,0.000359495124012954
163,-0.009224388627385699
164,0.012320296512255247
165,0.0024609061481191685
166,-0.0007912996427512087
167,-0.0021481477943083582
168,0.005195585258041369
169,-0.000165285202690435
170,0.005303194325042532
171,-0.007464941556545396
172,0.0048738133022554475
173,0.012536745894900975
174,0.003599787461267989
175,-0.0048604682255200815
176,0.003429621403423122
177,0.0021906519770718835
178,-0.0008258414645782863
179,-0.00219238104180397
180,-0.00326475856967523
181,0.005896366836185246
182,-0.0019445355898948247
183,0.0023135734371432237
184,-0.000547160961343468
185,-0.003977326119423363
186,-0.003855132760544472
187,0.01149205106025411
188,-0.006059942290481041
189,-0.0042069757105182015
190,0.0029639489282920206
191,-0.005140821249274452
192,-0.005465472050144887
193,0.00038443432231777264
194,-0.004872019288318319
195,-0.004358797572225626
196,-0.00542121791163655
197,0.007689610373492778
198,-0.00022975704653521722
199,-0.0023088217070341144
200,-0.0015909318582877086
201,0.00028692239829603006
202,-0.008060424826692364
203,-0.003832947267542991
204,0.006312528255558558
205,-0.003940973065249015
206,0.0011291511393030362
207,0.015093562057320875
208,-0.0031985640175028474
209,0.0015319763655753937
210,0.011476942247574756
211,0.013120577959132462
212,0.0024279648452879554
213,-0.0004551203206992205
214,-0.004200471922344046
215,-0.001321975075010029
216,-0.006656783459762811
217,-0.0026091135976648583
218,0.006856524163772887
219,-0.00691614529230733
220,-0.0032402175268587685
221,0.00047051204405254565
222,-0.009999202553666792
223,-0.0006259730999555735
224,-0.003245208316115883
225,0.014928554931557592
226,-0.001106074295701559
227,-0.0010659060584456148
228,-0.0029761231279343825
229,0.006324566228175926
230,-0.002781561157579493
231,0.0013375529673752828
232,0.010884527803249194
233,-0.004276134736573289
234,-0.0045941213182703056
235,-0.001052660459153948
236,-0.0007399736107263633
237,-0.009338033357490838
238,-0.00016905790397311882
239,-0.0003645402999603031
240,-0.002629227506636883
241,0.01589319573137235
242,0.0017872755990038791
243,0.008483348512023703
244,-0.007490324296352824
245,-0.005875694627716865
246,0.006340366957964888
247,-0.0048169896358488395
248,-0.01051353045313555
249,0.0036345311859863616
250,-0.010156649734969686
251,0.0014480825643034267
252,0.00014842388914018678
253,-0.00814030834438717
254,0.014022663810654173
255,-0.005243387807162603
256,-0.001276230042394133
257,0.0019448966504103382
258,-0.005999536413869078
259,0.00046285029195808347
260,-0.002171072500212118
261,0.0067707808833646355
262,-0.004973328825550211
263,-0.003481210725497147
264,-0.006514198750840472
265,-0.004428382660836061
266,0.0058353446939437
267,-0.004041062041038268
268,0.00019561035777848623
269,0.00010287295552285913
270,-0.01682356651545222
271,-0.003358434459114379
272,0.00046417666120479595
273,-0.00021597570621639806
274,0.002556114913159685
275,0.0031417277458950787
276,0.0019349568683872387
277,0.007497349001320874
278,-0.0008885177484691809
279,-4.956725483329372e-05
280,0.004460636016646674
281,-0.008897500842013878
282,0.004596217023404375
283,-0.002411728217168424
284,-0.010088444176119205
285,-0.0047235161942129344
286,0.0033995363496120423
287,-0.004996579683977653
288,0.003596341157241556
289,-0.001257013508951993
290,-0.002549567512913853
291,-0.0020492861895173298
292,0.00027745905764395284
293,0.012655770352106466
294,-0.0006442949132740017
295,-0.004629690284726373
296,0.005117927480917023
297,-0.0005788144987713684
298,-0.006250173778957507
299,-0.005487322624035951
300,0.009640619174455689
301,0.004733883526887667
302,-0.004824580667502604
303,0.0013607183089627828
304,-0.005155658320397466
305,0.001900534289760225
306,-0.008243529711663866
307,-0.001712974655141808
308,0.010268680093684118
309,-0.00807804127594372
310,-0.004746652224129733
311,0.0004637384758671981
312,-0.007695604760304731
313,0.0001956415836891212
314,-0.01030235868805296
315,-0.0033628058358425583
316,0.006969038198223032
317,0.0048489770974658175
318,0.008441149981006119
319,0.0002395443247564799
320,-0.009908771734755378
321,0.008494543418388512
322,0.0010942776639400742
323,-0.0020643201796926025
324,-0.01044478166423693
325,-0.007407914870087184
326,0.005884386559181415
327,0.00805762559481829
328,0.009657792780249419
329,-0.002867134261362647
330,-0.008689257008376722
331,-0.0018430358457511287
332,0.010187400083016745
333,-0.0010255026057220118
334,0.004329933510297063
335,0.013189919504265929
336,0.011432617953324925
337,-0.00842665351520841
338,-0.002028368420190635
339,0.0027499912110893476
340,-0.0020497880566674453
341,-0.008598048441850165
342,-0.0016479824186432512
343,-0.0035762422863137855
344,-0.0065355470597631415
345,0.01445656067259643
346,0.004069330980760316
347,0.0021619450400419404
348,-0.005195829867262913
349,0.0023392646407018602
350,0.00863982224595386
351,-0.0072082784186064675
352,0.00970546009518719
353,0.0010992121460176585
354,-0.002939183540779905
355,0.00740626819579257
356,-0.0014085140973660593
357,-0.004406158129612453
358,0.012675772715325107
359,-0.0007588237579791712
360,-0.0005461501830476834
361,-0.005389949702027608
362,-0.015569084922317289
363,-0.013551479198463001
364,0.006180762693133973
365,0.0004038728099357014
366,0.002771050403590991
367,-0.00707336051341706
368,-0.009324793886474197
369,0.0019715271243156973
370,0.011121347671848275
371,-0.005105420670599464
372,-0.007859651697955689
373,-0.005550149654722725
374,0.0021847348887619744
375,0.008287005368138783
376,-0.00026630760745049997
377,-0.004492044959073155
378,-0.004067855583593433
379,0.010054384311650622
380,-0.008542261476125856
381,-0.0006337653693611056
382,0.002953670072589898
383,0.007013432592883034
384,-0.002157016428209868
385,-0.013979574624381846
386,0.0028118502453771677
387,0.0037803759252416913
388,-0.004101943352832732
389,-0.0032578262879829623
390,-0.0008025729762176914
391,-0.00412328548010979
392,0.012512729519486399
393,0.0035286667769761915
394,0.0036533010656992215
395,0.011615633973854789
396,-0.007232614447160252
397,-0.0034024557544767298
398,-0.009253919907323882
399,0.0040939419300976
400,-0.0064934324934597665
401,-0.0006836208564821589
402,-0.008580466551044774
403,-0.0076383000057509975
404,-0.007432653254587862
405,0.007866364317146518
406,-0.0004892755399202031
407,0.0032324609665419224
408,-0.0006221788167386777
409,-0.005785694338863223
410,-0.010451249968304543
411,-0.0017800372983682866
412,0.005160029333231925
413,-0.0007893843540557055
414,-0.007175857929888896
415,0.00015129450630188557
416,0.0104634437945752
417,-0.007963717156457134
418,-0.007578801045486611
419,-0.00831387632612332
420,0.0024659641025068513
421,0.0004719173425173917
422,-0.00907434248773481
423,-0.0014396538640930046
424,-0.01286810080206488
425,-0.004757366606246899
426,-0.0012712597240180645
427,0.0007495750800071699
428,0.003796099142638454
429,-0.0011596507788784738
430,-0.0010989836011688903
431,-0.0026884319361284437
432,0.004912559184734933
433,-0.0024385638851872338
434,-0.012757553097215518
435,-0.0004280809640239136
436,0.009679365189566247
437,-0.009103759923214133
438,0.0012071624582914164
439,-0.004330820832081084
440,-0.007854058098756195
441,0.007876170071065697
442,0.0035404641297580863
443,-0.00012227161087102756
444,-0.0035073260747549573
445,0.013097575115616045
446,-0.007415558688289525
447,0.0006435336901634281
448,0.002157720352811754
449,0.0032758181313081447
450,0.013114088562145604
451,0.00570923500960796
452,0.004680659926753594
453,-0.005379163465742159
454,-0.0006978450055388219
455,0.005673927417123914
456,0.010744354629499908
457,-0.005230489083231371
458,-0.006534766846983342
459,0.0008236403786875957
460,-0.010378863125132587
461,-0.009106467809495117
462,-0.0042645194494558
463,-0.0024260133231662484
464,0.0028594832288725835
465,0.0016051857448698137
466,0.0035083606168131165
467,0.001809825904203255
468,-0.011944099868922697
469,-0.001917519448741356
470,0.0038718353685797124
471,-0.005832699512549722
472,-0.005976745002886613
473,-0.0029936619894897487
474,-0.001660870313142826
475,0.01422322565291645
476,0.0033580020507284203
477,0.007813976615613366
478,0.002157055136312952
479,0.014137269254767382
480,-0.002748330094158369
481,-0.008464282863539757
482,0.0060044778146279565
483,0.004438470658050309
484,0.005200728564966228
485,0.016889824812160337
486,0.007988593453064075
487,-0.006333374787325208
488,0.018164669745734108
489,0.0016720581903552911
490,0.015193776050688362
491,-0.008813208218228452
492,0.000685597368763613
493,-0.005607383630645502
494,-0.003697079352862398
495,0.006552118084550224
496,-0.0006133186495534682
497,-0.0012962812116435185
498,-0.006177758932634475
499,-0.007604111825202736
500,0.010927463530331888
501,-0.006900805541970617
502,0.004993632858034613
503,-0.0027951191187367552
504,-0.005223308848505082
505,-0.0020517752052099936
506,-0.016302766261653168
507,0.0062062701883217886
508,-0.004333104793124265
509,0.0018598373436324311
510,0.004486230178808337
511,0.0031858453498778416
512,-0.003596885722697618
513,0.005904343146963087
514,-0.0018211356184641148
515,-0.011368734686606152
516,0.0029809333087018053
517,-0.005876861309158987
518,0.0012022848745366077
519,0.0015017952393460154
520,0.003634711912544497
521,-0.0030090965423658633
522,0.013130004218646851
523,-0.007324315184201513
524,-0.01120466419911495
525,-0.006800276367841196
526,0.007339315117075168
527,0.01283046661963988
528,-0.013972792013868307
529,0.012396051357872917
530,-0.011152247034039275
531,-0.0023338047542557916
532,0.001260548241172943
533,-0.00046181051558727426
534,0.0018397304851461016
535,0.011781295806246372
536,-0.005944164871409335
537,-0.0049540238928237335
538,0.008110161324278053
539,-0.006071130717599571
540,-0.001018101079784478
541,0.002726785099412793
542,0.0059808067261703235
543,-0.0034095867304965166
544,0.0013392724410455914
545,0.010162251349220247
546,0.0036453631186050273
547,0.005625442588279239
548,0.0019074822452843088
549,-0.00480858280460289
550,0.003691226991770019
551,-0.003485472549697999
552,-0.0018217285664051952
553,-0.005500832798690153
554,-0.005500850431065574
555,0.004911628744864449
556,0.01295979436961664
557,-0.0035240894059197503
558,-0.003933581872490655
559,0.0009408761248927422
560,0.002977013604270884
561,0.0006985219384814945
562,0.00867459641681867
563,-0.0009062892485396101
564,0.004474814197158811
565,0.013655739081202267
566,-0.0008935426667054658
567,-0.002573810941679744
568,0.016283101810823902
569,-0.006014294059899894
570,0.006654143940341001
571,-0.0037603550384036344
572,0.0023801362301580364
